Year Month,Tax Type,Amount
Jun 2020,Inheritance/Estate,4965196.08
Jun 2020,Liquor,3468529.94
Jun 2020,Public Service Co.,10868839.56
Jun 2020,Tobacco,9148886.98
Jun 2020,Transient Accommodation,5302451.05
Jun 2020,All Others,5066.44
Jun 2020,Fuel,11906819.129999999
Jun 2020,Rental Vehicle,581549.59
Jun 2020,General Excise & Use,220200284.13
Jun 2020,Banks/Financial Corp,3529519.81
Jul 2020,County Surcharges,26975255.19
Jul 2020,Corporate Income,33794312.06
Jul 2020,Individual Income,482115409.15999997
Jul 2020,Inheritance/Estate,6001591.62
Jul 2020,Rental Vehicle,669527.77
Jul 2020,Public Service Co.,11198537.86
Jul 2020,Tobacco,9143450.51
Jul 2020,Transient Accommodation,5968264.08
Jul 2020,All Others,4005
Jul 2020,Fuel,13305743.959999999
Jul 2020,General Excise & Use,255507280.92000002
Jul 2020,Banks/Financial Corp,3089068.61
Jul 2020,Liquor,3605296.88
Aug 2020,All Others,5005
Aug 2020,Inheritance/Estate,2095656.81
Aug 2020,Tobacco,9444289.1
Aug 2020,General Excise & Use,218561743.17000002
Aug 2020,Banks/Financial Corp,2759578.44
Aug 2020,Individual Income,169075587.26000002
Aug 2020,Corporate Income,-14100751.450000001
Aug 2020,Liquor,3664382.7
Aug 2020,County Surcharges,23764825.4
Aug 2020,Rental Vehicle,886492.03
Aug 2020,Transient Accommodation,4393239.7
Aug 2020,Public Service Co.,10813665.52
Aug 2020,Fuel,14519812.92
Sep 2020,Inheritance/Estate,1282919.28
Sep 2020,Liquor,3245418.18
Sep 2020,Rental Vehicle,740133.07
Sep 2020,Public Service Co.,10977625.78
Sep 2020,Tobacco,8614432.97
Sep 2020,Transient Accommodation,3599854.1
Sep 2020,Fuel,13168451.98
Sep 2020,All Others,4010
Sep 2020,Corporate Income,24015962.919999998
Sep 2020,General Excise & Use,222144284.2
Sep 2020,County Surcharges,23332668.27
Sep 2020,Banks/Financial Corp,6215422.97
Sep 2020,Individual Income,264694276
Oct 2020,Public Service Co.,10908228.54
Oct 2020,All Others,2070.24
Oct 2020,Individual Income,191474641.12000003
Oct 2020,Inheritance/Estate,5839431.49
Oct 2020,Liquor,3322796.94
Oct 2020,Rental Vehicle,652678.05
Oct 2020,Transient Accommodation,3532424.48
Oct 2020,Tobacco,10028577.41
Oct 2020,General Excise & Use,223703382.48
Oct 2020,County Surcharges,23187380.63
Oct 2020,Corporate Income,6915465.339999999
Oct 2020,Banks/Financial Corp,3071709.07
Oct 2020,Fuel,12099342.44
Nov 2020,Individual Income,170778593.76999998
Nov 2020,Public Service Co.,10660328.93
Nov 2020,Tobacco,7457192.87
Nov 2020,Transient Accommodation,6066597.65
Nov 2020,County Surcharges,23909373.56
Nov 2020,Liquor,3511652.43
Nov 2020,Inheritance/Estate,2639276.27
Nov 2020,Corporate Income,-1668565.0300000012
Nov 2020,Rental Vehicle,955707.52
Nov 2020,All Others,519.97
Nov 2020,Fuel,14103014.94
Nov 2020,Banks/Financial Corp,2725539.77
Nov 2020,General Excise & Use,229038283.25
Dec 2020,General Excise & Use,241514671.13
Dec 2020,Public Service Co.,10563184.89
Dec 2020,Corporate Income,23389602.009999998
Dec 2020,County Surcharges,23579786.18
Dec 2020,Individual Income,231009001.97
Dec 2020,Inheritance/Estate,569323.42
Dec 2020,Rental Vehicle,2607550.54
Dec 2020,Tobacco,8961408.73
Dec 2020,Transient Accommodation,13850032.29
Dec 2020,All Others,309.47
Dec 2020,Liquor,3798697
Dec 2020,Fuel,13770601.540000001
Dec 2020,Banks/Financial Corp,2952097.29
Jan 2021,Corporate Income,9091533.440000001
Jan 2021,Individual Income,332493075.28
Jan 2021,Inheritance/Estate,-841234
Jan 2021,All Others,137.14
Jan 2021,Liquor,4438336.22
Jan 2021,Rental Vehicle,3104631.85
Jan 2021,Public Service Co.,9876070.8
Jan 2021,Tobacco,8536619.66
Jan 2021,Transient Accommodation,21867390.72
Jan 2021,Banks/Financial Corp,-527551.16
Jan 2021,General Excise & Use,305654285.48999995
Jan 2021,Fuel,15082613.91
Jan 2021,County Surcharges,30838853.51
Feb 2021,Public Service Co.,9970643.31
Feb 2021,Liquor,3292305.22
Feb 2021,Corporate Income,1413013.37
Feb 2021,Inheritance/Estate,2234996.92
Feb 2021,General Excise & Use,247500107.73999998
Feb 2021,Banks/Financial Corp,-37956598.5
Feb 2021,County Surcharges,25862240.49
Feb 2021,Individual Income,133980415.88
Feb 2021,All Others,96.25
Feb 2021,Rental Vehicle,4624404.29
Feb 2021,Tobacco,7592808.53
Feb 2021,Transient Accommodation,17567468.83
Feb 2021,Fuel,14306588.540000001
Mar 2021,Individual Income,190944415.87
Mar 2021,Inheritance/Estate,1226028.96
Mar 2021,Liquor,3456749.56
Mar 2021,Rental Vehicle,3648094.93
Mar 2021,Public Service Co.,9488733.89
Mar 2021,Tobacco,12114058
Mar 2021,General Excise & Use,240499887.07
Mar 2021,All Others,-56593.07
Mar 2021,County Surcharges,23595729.89
Mar 2021,Transient Accommodation,20937840.96
Mar 2021,Corporate Income,-11927996.87
Mar 2021,Fuel,13553337.11
Mar 2021,Banks/Financial Corp,1848459.01
Apr 2021,Fuel,15325897.75
Apr 2021,Banks/Financial Corp,9680794.91
Apr 2021,Individual Income,545404396.66
Apr 2021,All Others,56698.97
Apr 2021,Inheritance/Estate,5300739.9
Apr 2021,Corporate Income,62143162.26
Apr 2021,Liquor,4325778.25
Apr 2021,Rental Vehicle,3698282.31
Apr 2021,Tobacco,8504979.43
Apr 2021,Public Service Co.,10846516.02
Apr 2021,Transient Accommodation,36000433.07
Apr 2021,County Surcharges,29996135.71
Apr 2021,General Excise & Use,307289303
May 2021,County Surcharges,29537051.67
May 2021,Individual Income,308202218.46000004
May 2021,Inheritance/Estate,4211537.07
May 2021,Liquor,4278281.35
May 2021,Rental Vehicle,5071496.96
May 2021,Public Service Co.,9750262.59
May 2021,Tobacco,8135770.27
May 2021,Transient Accommodation,37262730.62
May 2021,All Others,3130.39
May 2021,General Excise & Use,295193335.7
May 2021,Fuel,15897903.45
May 2021,Banks/Financial Corp,4060320.64
May 2021,Corporate Income,9930879.09
Jun 2021,Corporate Income,43683432.76
Jun 2021,Tobacco,9920559.82
Jun 2021,Liquor,4238289.58
Jun 2021,Rental Vehicle,5550637.08
Jun 2021,Public Service Co.,10147425.72
Jun 2021,All Others,5183.04
Jun 2021,County Surcharges,28966162.52
Jun 2021,Transient Accommodation,44269946.51
Jun 2021,Individual Income,335279634.73
Jun 2021,Inheritance/Estate,714835.93
Jun 2021,General Excise & Use,294371511.22999996
Jun 2021,Banks/Financial Corp,7160252.39
Jun 2021,Fuel,16676773.440000001
Jul 2021,General Excise & Use,353710077.49
Jul 2021,County Surcharges,35257779.82
Jul 2021,Corporate Income,13181729.980000002
Jul 2021,Individual Income,227180365.09
Jul 2021,Inheritance/Estate,3373180.82
Jul 2021,Liquor,4992463.46
Jul 2021,Transient Accommodation,65085355.58
Jul 2021,All Others,7802.6
Jul 2021,Public Service Co.,9423524.35
Jul 2021,Tobacco,8512618.95
Jul 2021,Rental Vehicle,5643917.18
Jul 2021,Fuel,17011513.64
Jul 2021,Banks/Financial Corp,2852364.45
Aug 2021,Transient Accommodation,69082052.75
Aug 2021,Rental Vehicle,6034036.77
Aug 2021,Liquor,4580101.93
Aug 2021,Inheritance/Estate,422148.18
Aug 2021,Corporate Income,-2415701.45
Aug 2021,General Excise & Use,324288131.26
Aug 2021,Tobacco,7739635.86
Aug 2021,County Surcharges,31402246.5
Aug 2021,Individual Income,219688887.75
Aug 2021,Public Service Co.,9416958.81
Aug 2021,All Others,4007.89
Aug 2021,Fuel,17143199.51
Aug 2021,Banks/Financial Corp,2976819.11
Sep 2021,General Excise & Use,318487742.76
Sep 2021,County Surcharges,31033941.5
Sep 2021,Inheritance/Estate,1583821.03
Sep 2021,All Others,6005
Sep 2021,Liquor,4581941.68
Sep 2021,Rental Vehicle,6006222.37
Sep 2021,Corporate Income,55435477.33
Sep 2021,Tobacco,7900374.67
Sep 2021,Transient Accommodation,61295812.19
Sep 2021,Fuel,17208537.29
Sep 2021,Individual Income,362509288.2
Sep 2021,Public Service Co.,9834432.2
Sep 2021,Banks/Financial Corp,4770287.72
Oct 2021,Liquor,4174889.53
Oct 2021,Fuel,15949084.25
Oct 2021,Corporate Income,15539114.2
Oct 2021,Individual Income,231985035.9
Oct 2021,Inheritance/Estate,2014578.89
Oct 2021,All Others,4010
Oct 2021,Rental Vehicle,4914202.76
Oct 2021,Tobacco,6742432.7
Oct 2021,Public Service Co.,9487496.91
Oct 2021,Transient Accommodation,44793121.3
Oct 2021,County Surcharges,30875044.87
Oct 2021,Banks/Financial Corp,5512132.14
Oct 2021,General Excise & Use,314475883.19
Nov 2021,Individual Income,208029096.09
Nov 2021,Inheritance/Estate,729793
Nov 2021,Liquor,4038595.01
Nov 2021,Rental Vehicle,5529741.38
Nov 2021,Public Service Co.,9602512.2
Nov 2021,Tobacco,8273232.48
Nov 2021,All Others,4380
Nov 2021,County Surcharges,29199611.71
Nov 2021,Transient Accommodation,41897656.75
Nov 2021,Corporate Income,9199679.05
Nov 2021,Fuel,16334297.719999999
Nov 2021,General Excise & Use,293169576.71999997
Nov 2021,Banks/Financial Corp,1283027.72
Dec 2021,Public Service Co.,9343903.02
Dec 2021,Transient Accommodation,48267559.12
Dec 2021,County Surcharges,30384611.77
Dec 2021,Fuel,15840436.39
Dec 2021,Corporate Income,31002066.300000004
Dec 2021,Liquor,4685279.7
Dec 2021,Inheritance/Estate,3186159.92
Dec 2021,Tobacco,10022183.5
Dec 2021,Rental Vehicle,5766520.66
Dec 2021,All Others,5095
Dec 2021,Individual Income,260187103.54000002
Dec 2021,General Excise & Use,310499795.17
Dec 2021,Banks/Financial Corp,5362125.92
Jan 2022,Corporate Income,7330363.91
Jan 2022,Individual Income,446485169
Jan 2022,County Surcharges,37786683.7
Jan 2022,Inheritance/Estate,2320800.68
Jan 2022,Rental Vehicle,6385760.61
Jan 2022,Public Service Co.,10062830.55
Jan 2022,Tobacco,8897605.29
Jan 2022,Transient Accommodation,81960686.48
Jan 2022,Fuel,16268449.19
Jan 2022,Liquor,5124485.27
Jan 2022,All Others,4035
Jan 2022,General Excise & Use,391940516.22
Jan 2022,Banks/Financial Corp,5147641.07
Feb 2022,County Surcharges,30911007.83
Feb 2022,Liquor,3875189.02
Feb 2022,Individual Income,142528948.28
Feb 2022,Public Service Co.,10860889.39
Feb 2022,Corporate Income,1542762.839999999
Feb 2022,Inheritance/Estate,8670623.13
Feb 2022,Rental Vehicle,8293094.28
Feb 2022,Tobacco,5656603.05
Feb 2022,Transient Accommodation,56299420.050000004
Feb 2022,All Others,5030
Feb 2022,General Excise & Use,314792004.38
Feb 2022,Banks/Financial Corp,2481657.36
Feb 2022,Fuel,15700549.78
Mar 2022,Corporate Income,10347930.399999999
Mar 2022,Individual Income,225212026.9
Mar 2022,Inheritance/Estate,13627499.07
Mar 2022,Liquor,4196051.36
Mar 2022,Rental Vehicle,6911453.79
Mar 2022,Public Service Co.,10457029.85
Mar 2022,Tobacco,9486569.23
Mar 2022,Transient Accommodation,58165705.01
Mar 2022,All Others,5025
Mar 2022,County Surcharges,29236948.46
Mar 2022,General Excise & Use,309809965.69000006
Mar 2022,Fuel,15124718.99
Mar 2022,Banks/Financial Corp,5321233.45
Apr 2022,Tobacco,8181030.51
Apr 2022,County Surcharges,35037120.83
Apr 2022,Banks/Financial Corp,17221383.18
Apr 2022,Individual Income,811274481.3499999
Apr 2022,Inheritance/Estate,3059788.08
Apr 2022,Fuel,17051466.93
Apr 2022,Liquor,4720238.24
Apr 2022,Rental Vehicle,8082218.98
Apr 2022,Public Service Co.,11185720.75
Apr 2022,Transient Accommodation,75854148.48
Apr 2022,All Others,3005
Apr 2022,General Excise & Use,398318896.04
Apr 2022,Corporate Income,56394108.089999996
May 2022,Fuel,16601185.89
May 2022,All Others,5246.76
May 2022,Individual Income,277836418.91999996
May 2022,Inheritance/Estate,1839616.23
May 2022,Liquor,4414910.42
May 2022,Rental Vehicle,8112556.29
May 2022,Transient Accommodation,72919238.15
May 2022,Public Service Co.,12113709.76
May 2022,Tobacco,6485461.63
May 2022,Banks/Financial Corp,2468117.64
May 2022,Corporate Income,11213253.07
May 2022,County Surcharges,33433806.03
May 2022,General Excise & Use,337267896.53
Jun 2022,Individual Income,348352380.07000005
Jun 2022,Inheritance/Estate,16576796.46
Jun 2022,Liquor,4598902.32
Jun 2022,Rental Vehicle,7895926.25
Jun 2022,Public Service Co.,10278600.83
Jun 2022,All Others,4022.61
Jun 2022,Tobacco,8881951.41
Jun 2022,Transient Accommodation,63041890.4
Jun 2022,Corporate Income,47262190.45
Jun 2022,Fuel,16488483.06
Jun 2022,County Surcharges,33651753.02
Jun 2022,General Excise & Use,343931003.55
Jun 2022,Banks/Financial Corp,3855186.96
Jul 2022,County Surcharges,38954401.74
Jul 2022,Corporate Income,14473434.06
Jul 2022,Individual Income,225279463.83999997
Jul 2022,Liquor,4731220.6
Jul 2022,Rental Vehicle,8045570.25
Jul 2022,Public Service Co.,10091413.19
Jul 2022,Tobacco,7482108.08
Jul 2022,General Excise & Use,399133280.38
Jul 2022,All Others,4000.76
Jul 2022,Inheritance/Estate,2237769.9
Jul 2022,Transient Accommodation,83728608.98
Jul 2022,Fuel,16107817.780000001
Jul 2022,Banks/Financial Corp,2492425.8
Aug 2022,Public Service Co.,10146993.13
Aug 2022,Banks/Financial Corp,1470702.88
Aug 2022,Individual Income,236597284.40999997
Aug 2022,Tobacco,8034454.63
Aug 2022,Corporate Income,5469669.28
Aug 2022,Inheritance/Estate,10522821.6
Aug 2022,Rental Vehicle,8850491.74
Aug 2022,Liquor,4235311.39
Aug 2022,All Others,3010
Aug 2022,County Surcharges,35700699.36
Aug 2022,Fuel,14669235.809999999
Aug 2022,Transient Accommodation,81452333.36
Aug 2022,General Excise & Use,364112366.13
Sep 2022,Transient Accommodation,71465214.04
Sep 2022,General Excise & Use,360270589.83000004
Sep 2022,All Others,-1.09
Sep 2022,Fuel,17577302.48
Sep 2022,Banks/Financial Corp,4491735.52
Sep 2022,County Surcharges,35054371.31
Sep 2022,Corporate Income,59885925.43000001
Sep 2022,Individual Income,184711647.46999997
Sep 2022,Inheritance/Estate,8344048.7
Sep 2022,Liquor,4967248.63
Sep 2022,Rental Vehicle,8555489.77
Sep 2022,Public Service Co.,10039725.21
Sep 2022,Tobacco,7131618.68
Oct 2022,General Excise & Use,361395497.84
Oct 2022,Inheritance/Estate,5417708.6
Oct 2022,Tobacco,7041526.77
Oct 2022,Rental Vehicle,7561348.91
Oct 2022,Liquor,4336459.12
Oct 2022,Public Service Co.,10128935.06
Oct 2022,All Others,983.22
Oct 2022,County Surcharges,37728009.78
Oct 2022,Transient Accommodation,64421110.05
Oct 2022,Corporate Income,14682841.580000002
Oct 2022,Individual Income,172458797.61999997
Oct 2022,Banks/Financial Corp,2322123.42
Oct 2022,Fuel,16539625.959999999
Nov 2022,Banks/Financial Corp,305209.19
Nov 2022,Individual Income,176044474.31
Nov 2022,Inheritance/Estate,6637397.67
Nov 2022,Liquor,4358758.42
Nov 2022,Rental Vehicle,7908484.19
Nov 2022,Public Service Co.,10100819.14
Nov 2022,Tobacco,8393680.43
Nov 2022,Transient Accommodation,60473078.27
Nov 2022,All Others,303.91
Nov 2022,County Surcharges,33235452.67
Nov 2022,Corporate Income,1158607.3900000001
Nov 2022,Fuel,16825267.78
Nov 2022,General Excise & Use,336025043.59
Dec 2022,Liquor,4820173.91
Dec 2022,County Surcharges,34268222.05
Dec 2022,Individual Income,250425501.37999997
Dec 2022,Inheritance/Estate,8420621.31
Dec 2022,Rental Vehicle,7740316.71
Dec 2022,Public Service Co.,10261556.04
Dec 2022,Tobacco,7062728.33
Dec 2022,All Others,160
Dec 2022,General Excise & Use,347103550.43
Dec 2022,Transient Accommodation,60300330.04
Dec 2022,Corporate Income,51155184.03
Dec 2022,Fuel,16201287.43
Dec 2022,Banks/Financial Corp,2263193.58
Jan 2023,Individual Income,368914801
Jan 2023,Inheritance/Estate,3354650
Jan 2023,Liquor,4789477
Jan 2023,Rental Vehicle,7780536
Jan 2023,Public Service Co.,13550951
Jan 2023,County Surcharges,40700954
Jan 2023,Transient Accommodation,87623372
Jan 2023,All Others,1568
Jan 2023,Corporate Income,23812335
Jan 2023,Tobacco,7844942
Jan 2023,General Excise & Use,440016670
Jan 2023,Banks/Financial Corp,1004432
Jan 2023,Fuel,16469041
Feb 2023,Individual Income,126177381
Feb 2023,Inheritance/Estate,5491914
Feb 2023,Liquor,4310181
Feb 2023,Rental Vehicle,9080263
Feb 2023,Public Service Co.,13298900
Feb 2023,County Surcharges,34522454
Feb 2023,Transient Accommodation,73234569
Feb 2023,All Others,10
Feb 2023,Corporate Income,2084789
Feb 2023,Tobacco,7070481
Feb 2023,General Excise & Use,357136949
Feb 2023,Banks/Financial Corp,2594490
Feb 2023,Fuel,16790101
Mar 2023,Tobacco,7245842
Mar 2023,General Excise & Use,342497280
Mar 2023,Banks/Financial Corp,2661944
Mar 2023,Fuel,15001896
Mar 2023,Individual Income,184116832
Mar 2023,Inheritance/Estate,5364579
Mar 2023,Liquor,4145804
Mar 2023,Rental Vehicle,8624169
Mar 2023,Public Service Co.,13465587
Mar 2023,County Surcharges,32648132
Mar 2023,Transient Accommodation,68129408
Mar 2023,All Others,0
Mar 2023,Corporate Income,9296559
Apr 2023,Transient Accommodation,81286093
Apr 2023,Liquor,4660938
Apr 2023,General Excise & Use,413159227
Apr 2023,Individual Income,629767408
Apr 2023,Inheritance/Estate,1961954
Apr 2023,Rental Vehicle,9822692
Apr 2023,Public Service Co.,14189918
Apr 2023,County Surcharges,36612056
Apr 2023,All Others,158271
Apr 2023,Corporate Income,78951362
Apr 2023,Tobacco,7293271
Apr 2023,Banks/Financial Corp,6839186
Apr 2023,Fuel,16847286
May 2023,Individual Income,270596640
May 2023,Inheritance/Estate,149054
May 2023,Liquor,4256769
May 2023,Rental Vehicle,8894576
May 2023,Public Service Co.,13669530
May 2023,Transient Accommodation,70913778
May 2023,County Surcharges,36107152
May 2023,All Others,-113960
May 2023,Corporate Income,12016141
May 2023,Tobacco,6856344
May 2023,General Excise & Use,363502354
May 2023,Banks/Financial Corp,1308482
May 2023,Fuel,16520983
Jun 2023,Banks/Financial Corp,3215127
Jun 2023,Tobacco,5559447
Jun 2023,All Others,267
Jun 2023,Individual Income,275374380
Jun 2023,Inheritance/Estate,180348
Jun 2023,Liquor,4900582
Jun 2023,Rental Vehicle,8585811
Jun 2023,Public Service Co.,13250263
Jun 2023,County Surcharges,36035888
Jun 2023,Transient Accommodation,62229045
Jun 2023,General Excise & Use,359025060
Jun 2023,Corporate Income,43611724
Jun 2023,Fuel,17275904
Jul 2023,Individual Income,225833504
Jul 2023,Inheritance/Estate,9514242
Jul 2023,Liquor,4679844
Jul 2023,Rental Vehicle,8869513
Jul 2023,Public Service Co.,13459235
Jul 2023,County Surcharges,40270498
Jul 2023,Transient Accommodation,79839468
Jul 2023,All Others,15
Jul 2023,Corporate Income,8473238
Jul 2023,Tobacco,8721052
Jul 2023,General Excise & Use,420489995
Jul 2023,Banks/Financial Corp,1622852
Jul 2023,Fuel,16231267
Aug 2023,Individual Income,269553612
Aug 2023,Inheritance/Estate,5895920
Aug 2023,Liquor,4023020
Aug 2023,Rental Vehicle,9537896
Aug 2023,Public Service Co.,13259813
Aug 2023,County Surcharges,36556764
Aug 2023,Transient Accommodation,78323559
Aug 2023,All Others,7156
Aug 2023,Corporate Income,4505423
Aug 2023,Tobacco,6350417
Aug 2023,General Excise & Use,332434010
Aug 2023,Banks/Financial Corp,2461381
Aug 2023,Fuel,16616728
Sep 2023,Banks/Financial Corp,3959970
Sep 2023,Fuel,17181410
Sep 2023,Individual Income,296744658
Sep 2023,Inheritance/Estate,3421493
Sep 2023,Liquor,4576396
Sep 2023,Rental Vehicle,8389382
Sep 2023,Public Service Co.,13537511
Sep 2023,County Surcharges,38191626
Sep 2023,Transient Accommodation,63358510
Sep 2023,All Others,10
Sep 2023,Corporate Income,52537651
Sep 2023,Tobacco,6595871
Sep 2023,General Excise & Use,371412466
Oct 2023,Individual Income,270559617
Oct 2023,Inheritance/Estate,3396555
Oct 2023,Liquor,3727694
Oct 2023,Rental Vehicle,7259962
Oct 2023,All Others,5
Oct 2023,Public Service Co.,13301583
Oct 2023,County Surcharges,37179385
Oct 2023,Transient Accommodation,61289858
Oct 2023,Corporate Income,10923969
Oct 2023,Tobacco,7809671
Oct 2023,General Excise & Use,363574555
Oct 2023,Banks/Financial Corp,-256677
Oct 2023,Fuel,15970858
Nov 2023,County Surcharges,36879390
Nov 2023,Transient Accommodation,59768788
Nov 2023,All Others,20260
Nov 2023,Corporate Income,2051500
Nov 2023,Tobacco,6885443
Nov 2023,General Excise & Use,356074414
Nov 2023,Banks/Financial Corp,986660
Nov 2023,Fuel,16577318
Nov 2023,Individual Income,220336330
Nov 2023,Inheritance/Estate,14110508
Nov 2023,Liquor,4328796
Nov 2023,Public Service Co.,13604844
Nov 2023,Rental Vehicle,7942918
Dec 2023,Individual Income,247368627
Dec 2023,Inheritance/Estate,2695992
Dec 2023,Liquor,4600821
Dec 2023,Rental Vehicle,7787526
Dec 2023,Public Service Co.,13205700
Dec 2023,County Surcharges,36117342
Dec 2023,Transient Accommodation,60291526
Dec 2023,All Others,175
Dec 2023,Corporate Income,79065218
Dec 2023,Tobacco,5753433
Dec 2023,General Excise & Use,355478249
Dec 2023,Banks/Financial Corp,1661319
Dec 2023,Fuel,15953638
Jan 2024,Individual Income,383341535
Jan 2024,Inheritance/Estate,3705963
Jan 2024,County Surcharges,43949197
Jan 2024,Liquor,4536214
Jan 2024,Rental Vehicle,8321334
Jan 2024,Public Service Co.,12963013
Jan 2024,Tobacco,6501083
Jan 2024,Transient Accommodation,82678028
Jan 2024,All Others,35
Jan 2024,Corporate Income,47876681
Jan 2024,General Excise & Use,450790770
Jan 2024,Fuel,16377611
Jan 2024,Banks/Financial Corp,2131832
Feb 2024,Public Service Co.,12976375
Feb 2024,County Surcharges,45080876
Feb 2024,Transient Accommodation,72706365
Feb 2024,All Others,0
Feb 2024,Corporate Income,7241457
Feb 2024,Tobacco,7608912
Feb 2024,General Excise & Use,361806385
Feb 2024,Banks/Financial Corp,3879463
Feb 2024,Fuel,16267781
Feb 2024,Individual Income,119043085
Feb 2024,Inheritance/Estate,4048454
Feb 2024,Liquor,4191892
Feb 2024,Rental Vehicle,10002050
Mar 2024,Corporate Income,20668293
Mar 2024,Individual Income,147960349
Mar 2024,Inheritance/Estate,1341941
Mar 2024,Rental Vehicle,9742559
Mar 2024,Liquor,4202371
Mar 2024,Public Service Co.,13064419
Mar 2024,Tobacco,7133875
Mar 2024,Transient Accommodation,68923078
Mar 2024,All Others,18
Mar 2024,County Surcharges,42590997
Mar 2024,Fuel,15688410
Mar 2024,Banks/Financial Corp,2005030
Mar 2024,General Excise & Use,353821186
Apr 2024,County Surcharges,45728636
Apr 2024,Individual Income,589490615
Apr 2024,Inheritance/Estate,3714614
Apr 2024,Liquor,3959994
Apr 2024,Public Service Co.,13698279
Apr 2024,Tobacco,6881311
Apr 2024,General Excise & Use,386975450
Apr 2024,Transient Accommodation,80096866
Apr 2024,All Others,66
Apr 2024,Fuel,16300696
Apr 2024,Banks/Financial Corp,5680117
Apr 2024,Rental Vehicle,10282414
Apr 2024,Corporate Income,167913347
May 2024,County Surcharges,44143028
May 2024,Liquor,
May 2024,All Others,10
May 2024,Rental Vehicle,9143704
May 2024,Corporate Income,3582340
May 2024,Tobacco,7774145
May 2024,Transient Accommodation,61751798
May 2024,Individual Income,214902853
May 2024,Public Service Co.,12904343
May 2024,Banks/Financial Corp,1623804
May 2024,General Excise & Use,359433622
May 2024,Fuel,16115569
May 2024,Inheritance/Estate,904885
Jun 2024,Banks/Financial Corp,5156501
Jun 2024,Individual Income,296390452
Jun 2024,Inheritance/Estate,3043434
Jun 2024,All Others,10
Jun 2024,Public Service Co.,13246576
Jun 2024,Rental Vehicle,8790228
Jun 2024,Tobacco,6151138
Jun 2024,Transient Accommodation,59318384
Jun 2024,Corporate Income,79530919
Jun 2024,Liquor,4552278
Jun 2024,Fuel,16613351
Jun 2024,County Surcharges,42999964
Jun 2024,General Excise & Use,369387273
Jul 2024,Individual Income,277983247
Jul 2024,Inheritance/Estate,7497032
Jul 2024,Liquor,3908643
Jul 2024,Rental Vehicle,9317408
Jul 2024,Public Service Co.,12745625
Jul 2024,County Surcharges,50084748
Jul 2024,Transient Accommodation,74159422
Jul 2024,All Others,0
Jul 2024,Corporate Income,5014744
Jul 2024,Tobacco,7484446
Jul 2024,Banks/Financial Corp,-6258078
Jul 2024,General Excise & Use,409842624
Jul 2024,Fuel,15955231
Aug 2024,Individual Income,219699374
Aug 2024,Inheritance/Estate,16629604
Aug 2024,Liquor,4438850
Aug 2024,Rental Vehicle,10118822
Aug 2024,Public Service Co.,12755299
Aug 2024,County Surcharges,46735506
Aug 2024,Transient Accommodation,74928405
Aug 2024,All Others,5
Aug 2024,Corporate Income,-18701003
Aug 2024,Tobacco,6487158
Aug 2024,General Excise & Use,402537323
Aug 2024,Banks/Financial Corp,1904408
Aug 2024,Fuel,16337994
Sep 2024,Fuel,16892324
Sep 2024,General Excise & Use,356494832
Sep 2024,Transient Accommodation,65336846
Sep 2024,All Others,10
Sep 2024,Individual Income,361046985
Sep 2024,Inheritance/Estate,324290204
Sep 2024,Liquor,4286917
Sep 2024,Corporate Income,91667899
Sep 2024,Rental Vehicle,9671726
Sep 2024,Public Service Co.,12862499
Sep 2024,County Surcharges,46379351
Sep 2024,Tobacco,6112783
Sep 2024,Banks/Financial Corp,3917616
Oct 2024,Rental Vehicle,8540989
Oct 2024,Public Service Co.,12910875
Oct 2024,Transient Accommodation,56521133
Oct 2024,County Surcharges,45784585
Oct 2024,All Others,0
Oct 2024,Tobacco,7146639
Oct 2024,Corporate Income,43553751
Oct 2024,General Excise & Use,339549166
Oct 2024,Banks/Financial Corp,973277
Oct 2024,Fuel,15877852
Oct 2024,Liquor,3658960
Oct 2024,Inheritance/Estate,10985263
Oct 2024,Individual Income,337351799
Nov 2024,Individual Income,217342595
Nov 2024,Inheritance/Estate,9990532
Nov 2024,Liquor,4407391
Nov 2024,Rental Vehicle,9009921
Nov 2024,General Excise & Use,347018738
Nov 2024,Banks/Financial Corp,-503203
Nov 2024,Public Service Co.,12818014
Nov 2024,All Others,365
Nov 2024,County Surcharges,43162407
Nov 2024,Transient Accommodation,56624329
Nov 2024,Corporate Income,5422534
Nov 2024,Tobacco,6499623
Nov 2024,Fuel,16472782
Dec 2024,Individual Income,279177034
Dec 2024,Inheritance/Estate,5973768
Dec 2024,Liquor,4119634
Dec 2024,Rental Vehicle,8930032
Dec 2024,Public Service Co.,12689007
Dec 2024,County Surcharges,43161425
Dec 2024,Transient Accommodation,59100940
Dec 2024,All Others,105
Dec 2024,Corporate Income,83144517
Dec 2024,Tobacco,6468193
Dec 2024,General Excise & Use,357951071
Dec 2024,Banks/Financial Corp,2740712
Dec 2024,Fuel,15811169
Jan 2025,Individual Income,328080229
Jan 2025,Inheritance/Estate,6891401
Jan 2025,Liquor,4883891
Jan 2025,Rental Vehicle,9273390
Jan 2025,Public Service Co.,12981155
Jan 2025,County Surcharges,56722128
Jan 2025,Transient Accommodation,82645748
Jan 2025,All Others,53
Jan 2025,Corporate Income,194836
Jan 2025,Tobacco,7071762
Jan 2025,General Excise & Use,467342837
Jan 2025,Banks/Financial Corp,1715241
Jan 2025,Fuel,16383825
Feb 2025,Individual Income,98222658
Feb 2025,Inheritance/Estate,9007457
Feb 2025,Liquor,4043491
